From	To	Distance	Type
Acquired Immunodeficiency Syndrome	Liver Failure	2	inter
Acquired Immunodeficiency Syndrome	Liver Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Lung Diseases, Interstitial	2	inter
Acquired Immunodeficiency Syndrome	Lung Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Lupus Erythematosus, Systemic	2	intra
Acquired Immunodeficiency Syndrome	Lupus Nephritis	1	intra
Acquired Immunodeficiency Syndrome	Lymphoma	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, B-Cell	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, Large B-Cell, Diffuse	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, Mantle-Cell	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, Non-Hodgkin	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, Primary Effusion	2	inter
Acquired Immunodeficiency Syndrome	Lymphoma, T-Cell	2	inter
Acquired Immunodeficiency Syndrome	Macular Degeneration	2	inter
Acquired Immunodeficiency Syndrome	Medulloblastoma	3	inter
Acquired Immunodeficiency Syndrome	Melanoma	3	inter
Acquired Immunodeficiency Syndrome	Meningioma	2	inter
Acquired Immunodeficiency Syndrome	Mesothelioma	3	inter
Acquired Immunodeficiency Syndrome	Mouth Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Mucocutaneous Lymph Node Syndrome	2	inter
Acquired Immunodeficiency Syndrome	Multiple Endocrine Neoplasia Type 1	2	inter
Acquired Immunodeficiency Syndrome	Multiple Myeloma	2	inter
Acquired Immunodeficiency Syndrome	Multiple Sclerosis	2	intra
Acquired Immunodeficiency Syndrome	Muscular Atrophy	3	inter
Acquired Immunodeficiency Syndrome	Muscular Atrophy, Spinal	3	inter
Acquired Immunodeficiency Syndrome	Muscular Dystrophies	2	inter
Acquired Immunodeficiency Syndrome	Muscular Dystrophy, Facioscapulohumeral	3	inter
Acquired Immunodeficiency Syndrome	Musculoskeletal Abnormalities	2	inter
Acquired Immunodeficiency Syndrome	Mycosis Fungoides	2	intra
Acquired Immunodeficiency Syndrome	Myelodysplastic Syndromes	1	inter
Acquired Immunodeficiency Syndrome	Myocardial Infarction	1	inter
Acquired Immunodeficiency Syndrome	Myocardial Ischemia	2	inter
Acquired Immunodeficiency Syndrome	Myocardial Reperfusion Injury	2	inter
Acquired Immunodeficiency Syndrome	Myositis	2	inter
Acquired Immunodeficiency Syndrome	Myotonic Dystrophy	1	inter
Acquired Immunodeficiency Syndrome	Nasopharyngeal Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Nephrosclerosis	2	inter
Acquired Immunodeficiency Syndrome	Nephrotic Syndrome	2	inter
Acquired Immunodeficiency Syndrome	Nervous System Diseases	3	inter
Acquired Immunodeficiency Syndrome	Neurilemmoma	3	inter
Acquired Immunodeficiency Syndrome	Neuroblastoma	3	inter
Acquired Immunodeficiency Syndrome	Neurodegenerative Diseases	3	inter
Acquired Immunodeficiency Syndrome	Neuroma	2	inter
Acquired Immunodeficiency Syndrome	Neurotoxicity Syndromes	3	inter
Acquired Immunodeficiency Syndrome	Niemann-Pick Disease, Type C	2	inter
Acquired Immunodeficiency Syndrome	Non-alcoholic Fatty Liver Disease	2	inter
Acquired Immunodeficiency Syndrome	Obesity	2	inter
Acquired Immunodeficiency Syndrome	Osteoarthritis	1	inter
Acquired Immunodeficiency Syndrome	Osteoarthritis, Knee	1	inter
Acquired Immunodeficiency Syndrome	Osteogenesis Imperfecta	1	inter
Acquired Immunodeficiency Syndrome	Osteonecrosis	2	inter
Acquired Immunodeficiency Syndrome	Osteoporosis	3	inter
Acquired Immunodeficiency Syndrome	Osteosarcoma	2	inter
Acquired Immunodeficiency Syndrome	Otitis Media	2	inter
Acquired Immunodeficiency Syndrome	Ovarian Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Pancreatic Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Pancreatitis, Acute Necrotizing	2	inter
Acquired Immunodeficiency Syndrome	Papillomaviridae	2	inter
Acquired Immunodeficiency Syndrome	Parkinson Disease	2	inter
Acquired Immunodeficiency Syndrome	Periodontal Diseases	2	inter
Acquired Immunodeficiency Syndrome	Periodontitis	3	inter
Acquired Immunodeficiency Syndrome	Peritonitis	2	inter
Acquired Immunodeficiency Syndrome	Pheochromocytoma	2	inter
Acquired Immunodeficiency Syndrome	Pituitary Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Polycystic Ovary Syndrome	3	inter
Acquired Immunodeficiency Syndrome	Polycythemia Vera	1	inter
Acquired Immunodeficiency Syndrome	Pre-Eclampsia	2	inter
Acquired Immunodeficiency Syndrome	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Acquired Immunodeficiency Syndrome	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Acquired Immunodeficiency Syndrome	Pregnancy, Ectopic	2	inter
Acquired Immunodeficiency Syndrome	Prion Diseases	1	inter
Acquired Immunodeficiency Syndrome	Prostatic Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Psoriasis	2	inter
Acquired Immunodeficiency Syndrome	Pulmonary Disease, Chronic Obstructive	3	inter
Acquired Immunodeficiency Syndrome	Pulmonary Fibrosis	2	inter
Acquired Immunodeficiency Syndrome	Rectal Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Reperfusion Injury	1	inter
Acquired Immunodeficiency Syndrome	Respiratory Distress Syndrome, Adult	3	inter
Acquired Immunodeficiency Syndrome	Respiratory Syncytial Virus Infections	2	inter
Acquired Immunodeficiency Syndrome	Retinal Degeneration	3	inter
Acquired Immunodeficiency Syndrome	Retinal Neovascularization	1	inter
Acquired Immunodeficiency Syndrome	Retinitis Pigmentosa	2	inter
Acquired Immunodeficiency Syndrome	Retinoblastoma	2	inter
Acquired Immunodeficiency Syndrome	Rhabdomyosarcoma	2	inter
Acquired Immunodeficiency Syndrome	Rhinitis, Allergic	2	intra
Acquired Immunodeficiency Syndrome	Rhinitis, Allergic, Perennial	3	intra
Acquired Immunodeficiency Syndrome	Rhinitis, Vasomotor	3	inter
Acquired Immunodeficiency Syndrome	Salivary Gland Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Salmonella Infections	3	inter
Acquired Immunodeficiency Syndrome	Sarcoma	2	inter
Acquired Immunodeficiency Syndrome	Sarcoma, Ewing	2	inter
Acquired Immunodeficiency Syndrome	Sarcoma, Kaposi	2	inter
Acquired Immunodeficiency Syndrome	Sarcoma, Synovial	3	inter
Acquired Immunodeficiency Syndrome	Schistosomiasis japonica	2	inter
Acquired Immunodeficiency Syndrome	Schizophrenia	2	inter
Acquired Immunodeficiency Syndrome	Scleroderma, Localized	2	inter
Acquired Immunodeficiency Syndrome	Scleroderma, Systemic	2	inter
Acquired Immunodeficiency Syndrome	Seizures	2	inter
Acquired Immunodeficiency Syndrome	Seminoma	3	inter
Acquired Immunodeficiency Syndrome	Sepsis	2	inter
Acquired Immunodeficiency Syndrome	Sezary Syndrome	2	intra
Acquired Immunodeficiency Syndrome	Shock, Hemorrhagic	2	inter
Acquired Immunodeficiency Syndrome	Sjogren's Syndrome	2	intra
Acquired Immunodeficiency Syndrome	Small Cell Lung Carcinoma	1	inter
Acquired Immunodeficiency Syndrome	Solitary Fibrous Tumor, Pleural	3	inter
Acquired Immunodeficiency Syndrome	Spinal Cord Injuries	2	inter
Acquired Immunodeficiency Syndrome	Spinal Stenosis	2	inter
Acquired Immunodeficiency Syndrome	Spondylitis, Ankylosing	2	inter
Acquired Immunodeficiency Syndrome	Squamous Cell Carcinoma, Esophageal	2	inter
Acquired Immunodeficiency Syndrome	Squamous Cell Carcinoma, Head and Neck	2	inter
Acquired Immunodeficiency Syndrome	Stomach Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Stroke	2	inter
Acquired Immunodeficiency Syndrome	Subarachnoid Hemorrhage	2	inter
Acquired Immunodeficiency Syndrome	Telangiectasia, Hereditary Hemorrhagic	2	inter
Acquired Immunodeficiency Syndrome	Testicular Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Thrombocythemia, Essential	2	inter
Acquired Immunodeficiency Syndrome	Thyroid Carcinoma, Anaplastic	2	inter
Acquired Immunodeficiency Syndrome	Thyroid Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Thyroiditis, Autoimmune	3	intra
Acquired Immunodeficiency Syndrome	Toxoplasmosis	2	inter
Acquired Immunodeficiency Syndrome	Triple Negative Breast Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Tuberculosis	2	inter
Acquired Immunodeficiency Syndrome	Urinary Bladder Neoplasms	3	inter
Acquired Immunodeficiency Syndrome	Uterine Cervical Neoplasms	2	inter
Acquired Immunodeficiency Syndrome	Uveal Melanoma	2	inter
Acquired Immunodeficiency Syndrome	Vitiligo	2	inter
Acquired Immunodeficiency Syndrome	Waldenstrom Macroglobulinemia	2	intra
Acute Kidney Injury	Acute Lung Injury	2	inter
Acute Kidney Injury	Adenocarcinoma, Esophageal	2	inter
Acute Kidney Injury	Adenocarcinoma, Lung	2	inter
Acute Kidney Injury	Adenoviridae Infections	4	inter
Acute Kidney Injury	Adrenal Cortex Neoplasms	2	inter
Acute Kidney Injury	Adrenocortical Carcinoma	3	inter
Acute Kidney Injury	Alopecia	2	inter
Acute Kidney Injury	Alzheimer Disease	3	inter
Acute Kidney Injury	Amyotrophic Lateral Sclerosis	2	inter
Acute Kidney Injury	Aneurysm	3	inter
Acute Kidney Injury	Aortic Aneurysm	3	inter
Acute Kidney Injury	Aortic Aneurysm, Abdominal	2	inter
Acute Kidney Injury	Aortic Aneurysm, Thoracic	3	inter
Acute Kidney Injury	Aortic Valve Insufficiency	3	inter
Acute Kidney Injury	Aortic Valve Stenosis	3	inter
Acute Kidney Injury	Arbovirus Infections	4	inter
Acute Kidney Injury	Arteriosclerosis Obliterans	2	inter
Acute Kidney Injury	Arthritis, Rheumatoid	2	inter
Acute Kidney Injury	Asthenozoospermia	4	intra
Acute Kidney Injury	Asthma	3	inter
Acute Kidney Injury	Astrocytoma	3	inter
Acute Kidney Injury	Atherosclerosis	2	inter
Acute Kidney Injury	Atrial Fibrillation	3	inter
Acute Kidney Injury	Autism Spectrum Disorder	3	inter
Acute Kidney Injury	Autoimmune Diseases	3	inter
Acute Kidney Injury	Azoospermia	2	intra
Acute Kidney Injury	Barrett Esophagus	3	inter
Acute Kidney Injury	Behcet Syndrome	3	inter
Acute Kidney Injury	Biliary Tract Neoplasms	3	inter
Acute Kidney Injury	Brain Ischemia	3	inter
Acute Kidney Injury	Breast Neoplasms	3	inter
Acute Kidney Injury	Bronchiolitis Obliterans	3	inter
Acute Kidney Injury	Burkitt Lymphoma	3	inter
Acute Kidney Injury	Burns	3	inter
Acute Kidney Injury	Carcinoma, Adenoid Cystic	3	inter
Acute Kidney Injury	Carcinoma, Basal Cell	4	inter
Acute Kidney Injury	Carcinoma, Colon	2	inter
Acute Kidney Injury	Carcinoma, Ductal	1	inter
Acute Kidney Injury	Carcinoma, Ehrlich Tumor	2	inter
Acute Kidney Injury	Carcinoma, Endometrioid	3	inter
Acute Kidney Injury	Carcinoma, Hepatocellular	4	inter
Acute Kidney Injury	Carcinoma, Merkel Cell	3	inter
Acute Kidney Injury	Carcinoma, Nasopharyngeal	3	inter
Acute Kidney Injury	Carcinoma, Neuroendocrine	1	inter
Acute Kidney Injury	Carcinoma, Non-Small-Cell Lung	3	inter
Acute Kidney Injury	Carcinoma, Ovarian	2	inter
Acute Kidney Injury	Carcinoma, Pancreatic	2	inter
Acute Kidney Injury	Carcinoma, Pancreatic Ductal	3	inter
Acute Kidney Injury	Carcinoma, Renal Cell	3	inter
Acute Kidney Injury	Carcinoma, Signet Ring Cell	4	inter
Acute Kidney Injury	Carcinoma, Skin Appendage	1	inter
Acute Kidney Injury	Carcinoma, Squamous Cell	2	inter
Acute Kidney Injury	Carcinoma, Thyroid, Follicular	3	inter
Acute Kidney Injury	Carcinoma, Thyroid, Medullary	1	inter
Acute Kidney Injury	Carcinoma, Thyroid, Papillary	3	inter
Acute Kidney Injury	Cardiomegaly	3	inter
Acute Kidney Injury	Cardiomyopathy, Alcoholic	3	inter
Acute Kidney Injury	Cardiomyopathy, Dilated	3	inter
Acute Kidney Injury	Cardiomyopathy, Hypertrophic	3	inter
Acute Kidney Injury	Cardiotoxicity	3	inter
Acute Kidney Injury	Cardiovascular Diseases	2	inter
Acute Kidney Injury	Cataract	2	inter
Acute Kidney Injury	Cholangiocarcinoma	1	inter
Acute Kidney Injury	Cholesteatoma	3	inter
Acute Kidney Injury	Chondrosarcoma	3	inter
Acute Kidney Injury	Chordoma	4	inter
Acute Kidney Injury	Chorioamnionitis	2	intra
Acute Kidney Injury	Choriocarcinoma	2	inter
Acute Kidney Injury	Colitis	3	inter
Acute Kidney Injury	Colitis, Ulcerative	2	inter
Acute Kidney Injury	Colonic Neoplasms	3	inter
Acute Kidney Injury	Colorectal Adenocarcinoma	3	inter
Acute Kidney Injury	Colorectal Neoplasms	3	inter
Acute Kidney Injury	Constriction, Pathologic	3	inter
Acute Kidney Injury	Coronary Artery Disease	2	inter
Acute Kidney Injury	Creutzfeldt-Jakob Syndrome	2	inter
Acute Kidney Injury	Crohn Disease	3	inter
Acute Kidney Injury	Cutaneous Melanoma	3	inter
Acute Kidney Injury	Cystitis, Interstitial	4	intra
Acute Kidney Injury	Cytomegalovirus Retinitis	3	inter
Acute Kidney Injury	Demyelinating Diseases	1	inter
Acute Kidney Injury	Dermatitis, Atopic	1	inter
Acute Kidney Injury	Diabetes Mellitus	3	inter
Acute Kidney Injury	Diabetes Mellitus, Type 1	3	inter
Acute Kidney Injury	Diabetes Mellitus, Type 2	3	inter
Acute Kidney Injury	Diabetic Cardiomyopathies	4	inter
Acute Kidney Injury	Diabetic Nephropathies	3	inter
Acute Kidney Injury	Digestive System Neoplasms	3	inter
Acute Kidney Injury	Down Syndrome	2	inter
Acute Kidney Injury	Eclampsia	2	intra
Acute Kidney Injury	Endocrine Gland Neoplasms	3	inter
Acute Kidney Injury	Endometrial Neoplasms	3	inter
Acute Kidney Injury	Endometriosis	3	intra
Acute Kidney Injury	Endotoxemia	3	inter
Acute Kidney Injury	Eosinophilic Esophagitis	2	inter
Acute Kidney Injury	Ependymoma	2	inter
Acute Kidney Injury	Epilepsy, Temporal Lobe	2	inter
Acute Kidney Injury	Epstein-Barr Virus Infections	2	inter
Acute Kidney Injury	Esophageal Neoplasms	3	inter
Acute Kidney Injury	Esophagitis	3	inter
Acute Kidney Injury	Fatty Liver	1	inter
Acute Kidney Injury	Fibromatosis, Aggressive	1	inter
Acute Kidney Injury	Fibromyalgia	2	inter
Acute Kidney Injury	Follicular Atresia	4	inter
Acute Kidney Injury	Gastrointestinal Neoplasms	3	inter
Acute Kidney Injury	Gaucher Disease	2	inter
Acute Kidney Injury	Gerstmann-Straussler-Scheinker Disease	2	inter
Acute Kidney Injury	Glaucoma	4	inter
Acute Kidney Injury	Glioblastoma	4	inter
Acute Kidney Injury	Glioma	3	inter
Acute Kidney Injury	Glomerulonephritis	3	intra
Acute Kidney Injury	Graft Rejection	2	inter
Acute Kidney Injury	Graft vs Host Disease	2	inter
Acute Kidney Injury	HIV Infections	2	inter
Acute Kidney Injury	HIV-Associated Lipodystrophy Syndrome	3	inter
Acute Kidney Injury	Head and Neck Neoplasms	3	inter
Acute Kidney Injury	Heart Defects, Congenital	2	inter
Acute Kidney Injury	Heart Diseases	4	inter
Acute Kidney Injury	Heart Failure	3	inter
Acute Kidney Injury	Helicobacter pylori	2	inter
Acute Kidney Injury	Helplessness, Learned	2	inter
Acute Kidney Injury	Hemangioma, Cavernous, Central Nervous System	3	inter
Acute Kidney Injury	Hematologic Neoplasms	4	inter
Acute Kidney Injury	Hepatitis B	2	inter
Acute Kidney Injury	Hepatitis B, Chronic	3	inter
Acute Kidney Injury	Hepatitis C	3	inter
Acute Kidney Injury	Hepatitis C, Chronic	3	inter
Acute Kidney Injury	Hepatitis, Alcoholic	2	inter
Acute Kidney Injury	Hepatitis, Chronic	3	inter
Acute Kidney Injury	Hepatoblastoma	4	inter
Acute Kidney Injury	Hirschsprung Disease	3	inter
Acute Kidney Injury	Hodgkin Disease	2	inter
Acute Kidney Injury	Huntington Disease	2	inter
Acute Kidney Injury	Hyperglycemia	3	inter
Acute Kidney Injury	Hypertension, Pulmonary	3	inter
Acute Kidney Injury	Hypertrophy	3	inter
Acute Kidney Injury	Hypoxia-Ischemia, Brain	2	inter
Acute Kidney Injury	Idiopathic Pulmonary Fibrosis	3	inter
Acute Kidney Injury	Infection	3	inter
Acute Kidney Injury	Inferior Wall Myocardial Infarction	3	inter
Acute Kidney Injury	Infertility	3	intra
Acute Kidney Injury	Infertility, Male	3	intra
Acute Kidney Injury	Inflammation	3	inter
Acute Kidney Injury	Inflammatory Bowel Diseases	3	inter
Acute Kidney Injury	Intervertebral Disc Degeneration	4	inter
Acute Kidney Injury	Ischemia	3	inter
Acute Kidney Injury	Kidney Diseases	3	intra
Acute Kidney Injury	Kidney Failure, Chronic	3	intra
Acute Kidney Injury	Kidney Neoplasms	3	inter
Acute Kidney Injury	Laryngeal Neoplasms	2	inter
Acute Kidney Injury	Leukemia	2	inter
Acute Kidney Injury	Leukemia, B-Cell	3	inter
Acute Kidney Injury	Leukemia, Biphenotypic, Acute	2	inter
Acute Kidney Injury	Leukemia, Lymphocytic, Chronic, B-Cell	2	inter
Acute Kidney Injury	Leukemia, Lymphoid	3	inter
Acute Kidney Injury	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	2	inter
Acute Kidney Injury	Leukemia, Myeloid	4	inter
Acute Kidney Injury	Leukemia, Myeloid, Acute	3	inter
Acute Kidney Injury	Leukemia, Promyelocytic, Acute	2	inter
Acute Kidney Injury	Leukemia-Lymphoma, Adult T-Cell	3	inter
Acute Kidney Injury	Lichen Planus	2	inter
Acute Kidney Injury	Lichen Planus, Oral	2	inter
Acute Kidney Injury	Liver Cirrhosis	3	inter
Acute Kidney Injury	Liver Cirrhosis, Biliary	3	inter
Acute Kidney Injury	Liver Diseases	2	inter
Acute Kidney Injury	Liver Diseases, Alcoholic	2	inter
Acute Kidney Injury	Liver Failure	2	inter
Acute Kidney Injury	Liver Neoplasms	2	inter
Acute Kidney Injury	Lung Diseases, Interstitial	2	inter
Acute Kidney Injury	Lung Neoplasms	3	inter
Acute Kidney Injury	Lupus Erythematosus, Systemic	2	inter
Acute Kidney Injury	Lupus Nephritis	3	inter
Acute Kidney Injury	Lymphoma	3	inter
Acute Kidney Injury	Lymphoma, B-Cell	3	inter
Acute Kidney Injury	Lymphoma, Large B-Cell, Diffuse	2	inter
Acute Kidney Injury	Lymphoma, Mantle-Cell	2	inter
Acute Kidney Injury	Lymphoma, Non-Hodgkin	3	inter
Acute Kidney Injury	Lymphoma, Primary Effusion	3	inter
Acute Kidney Injury	Lymphoma, T-Cell	3	inter
Acute Kidney Injury	Macular Degeneration	3	inter
Acute Kidney Injury	Medulloblastoma	3	inter
Acute Kidney Injury	Melanoma	4	inter
Acute Kidney Injury	Meningioma	3	inter
Acute Kidney Injury	Mesothelioma	3	inter
Acute Kidney Injury	Mouth Neoplasms	3	inter
Acute Kidney Injury	Mucocutaneous Lymph Node Syndrome	2	inter
Acute Kidney Injury	Multiple Endocrine Neoplasia Type 1	3	inter
Acute Kidney Injury	Multiple Myeloma	2	inter
Acute Kidney Injury	Multiple Sclerosis	3	inter
Acute Kidney Injury	Muscular Atrophy	3	inter
Acute Kidney Injury	Muscular Atrophy, Spinal	3	inter
Acute Kidney Injury	Muscular Dystrophies	3	inter
Acute Kidney Injury	Muscular Dystrophy, Facioscapulohumeral	3	inter
Acute Kidney Injury	Musculoskeletal Abnormalities	3	inter
Acute Kidney Injury	Mycosis Fungoides	3	inter
Acute Kidney Injury	Myelodysplastic Syndromes	2	inter
Acute Kidney Injury	Myocardial Infarction	2	inter
Acute Kidney Injury	Myocardial Ischemia	3	inter
Acute Kidney Injury	Myocardial Reperfusion Injury	2	inter
Acute Kidney Injury	Myositis	3	inter
Acute Kidney Injury	Myotonic Dystrophy	3	inter
Acute Kidney Injury	Nasopharyngeal Neoplasms	3	inter
Acute Kidney Injury	Neoplasms	2	inter
Acute Kidney Injury	Nephrosclerosis	2	intra
Acute Kidney Injury	Nephrotic Syndrome	2	intra
Acute Kidney Injury	Nervous System Diseases	3	inter
Acute Kidney Injury	Neurilemmoma	3	inter
Acute Kidney Injury	Neuroblastoma	3	inter
Acute Kidney Injury	Neurodegenerative Diseases	4	inter
Acute Kidney Injury	Neuroma	1	inter
Acute Kidney Injury	Neurotoxicity Syndromes	3	inter
Acute Kidney Injury	Niemann-Pick Disease, Type C	3	inter
Acute Kidney Injury	Non-alcoholic Fatty Liver Disease	2	inter
Acute Kidney Injury	Obesity	2	inter
Acute Kidney Injury	Osteoarthritis	3	inter
Acute Kidney Injury	Osteoarthritis, Knee	2	inter
Acute Kidney Injury	Osteogenesis Imperfecta	3	inter
Acute Kidney Injury	Osteonecrosis	3	inter
Acute Kidney Injury	Osteoporosis	4	inter
Acute Kidney Injury	Osteosarcoma	3	inter
Acute Kidney Injury	Otitis Media	3	inter
Acute Kidney Injury	Ovarian Neoplasms	3	inter
Acute Kidney Injury	Pancreatic Neoplasms	3	inter
Acute Kidney Injury	Pancreatitis, Acute Necrotizing	3	inter
Acute Kidney Injury	Papillomaviridae	2	inter
Acute Kidney Injury	Parkinson Disease	3	inter
Acute Kidney Injury	Periodontal Diseases	3	inter
Acute Kidney Injury	Periodontitis	3	inter
Acute Kidney Injury	Peritonitis	2	inter
Acute Kidney Injury	Pheochromocytoma	2	inter
Acute Kidney Injury	Pituitary Neoplasms	3	inter
Acute Kidney Injury	Polycystic Ovary Syndrome	3	inter
Acute Kidney Injury	Polycythemia Vera	3	inter
Acute Kidney Injury	Pre-Eclampsia	3	intra
Acute Kidney Injury	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Acute Kidney Injury	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Acute Kidney Injury	Pregnancy, Ectopic	3	intra
Acute Kidney Injury	Prion Diseases	3	inter
Acute Kidney Injury	Prostatic Neoplasms	3	inter
Acute Kidney Injury	Psoriasis	2	inter
Acute Kidney Injury	Pulmonary Disease, Chronic Obstructive	3	inter
Acute Kidney Injury	Pulmonary Fibrosis	2	inter
Acute Kidney Injury	Rectal Neoplasms	1	inter
Acute Kidney Injury	Reperfusion Injury	1	inter
Acute Kidney Injury	Respiratory Distress Syndrome, Adult	3	inter
